user_id,listening_time,songs_played_per_day,skip_rate,ads_listened_per_week,offline_listening,engagement_score,high_skip_user,subscription_type,device_type,is_churned
1511,153,85,0.04,0,1,238,0,Family,Web,0
1512,254,84,0.01,0,1,338,0,Family,Desktop,0
1513,211,47,0.06,0,1,258,0,Student,Web,1
1514,155,61,0.46,0,1,216,0,Family,Mobile,1
1515,124,76,0.34,42,0,200,0,Free,Web,0
1516,120,23,0.45,0,1,143,0,Student,Web,0
1517,122,82,0.27,47,0,204,0,Free,Web,0
1518,135,63,0.08,30,0,198,0,Free,Web,0
1519,24,29,0.29,9,0,53,0,Free,Desktop,0
1520,84,6,0.32,18,0,90,0,Free,Web,0
1521,15,40,0.37,0,1,55,0,Premium,Mobile,1
1522,219,9,0.02,0,1,228,0,Family,Desktop,0
1523,81,17,0.32,0,1,98,0,Family,Web,0
1524,222,51,0.4,17,0,273,0,Free,Web,0
1525,165,45,0.46,0,1,210,0,Premium,Desktop,0
1526,130,7,0.08,0,1,137,0,Student,Mobile,1
1527,175,84,0.04,0,1,259,0,Family,Web,1
1528,299,61,0.53,0,1,360,1,Student,Web,0
1529,38,13,0.16,0,1,51,0,Student,Desktop,0
1530,12,83,0.2,0,1,95,0,Family,Desktop,0
1531,61,1,0.27,43,0,62,0,Free,Desktop,1
1532,219,58,0.22,0,1,277,0,Family,Desktop,0
1533,120,46,0.0,16,0,166,0,Free,Web,1
1534,92,86,0.44,0,1,178,0,Premium,Desktop,0
1535,65,87,0.47,0,1,152,0,Student,Web,1
1536,271,13,0.48,0,1,284,0,Student,Web,0
1537,270,4,0.15,0,1,274,0,Family,Web,1
1538,180,64,0.59,0,1,244,1,Premium,Desktop,0
1539,154,95,0.21,37,0,249,0,Free,Mobile,0
1540,76,30,0.58,6,0,106,1,Free,Web,1
1541,36,57,0.39,0,1,93,0,Premium,Mobile,0
1542,79,24,0.28,0,1,103,0,Premium,Mobile,0
1543,238,74,0.2,0,1,312,0,Family,Desktop,1
1544,64,71,0.03,0,1,135,0,Family,Desktop,0
1545,258,50,0.11,0,1,308,0,Premium,Mobile,1
1546,228,72,0.38,0,1,300,0,Family,Web,0
1547,43,4,0.08,41,0,47,0,Free,Web,0
1548,162,40,0.24,11,0,202,0,Free,Web,0
1549,144,66,0.05,0,1,210,0,Family,Desktop,0
1550,74,78,0.39,0,1,152,0,Family,Desktop,1
1551,213,48,0.22,0,1,261,0,Student,Desktop,1
1552,108,56,0.28,0,1,164,0,Family,Web,0
1553,127,95,0.27,16,0,222,0,Free,Mobile,0
1554,295,8,0.41,47,0,303,0,Free,Web,1
1555,71,50,0.27,0,1,121,0,Student,Desktop,0
1556,156,44,0.56,0,1,200,1,Premium,Mobile,0
1557,35,64,0.39,0,1,99,0,Student,Mobile,0
1558,149,21,0.26,0,1,170,0,Student,Web,0
1559,160,46,0.3,0,1,206,0,Student,Mobile,0
1560,190,26,0.51,0,1,216,1,Student,Web,1
1561,37,9,0.29,0,1,46,0,Premium,Desktop,0
1562,48,76,0.17,13,0,124,0,Free,Mobile,0
1563,148,96,0.17,0,1,244,0,Family,Desktop,0
1564,156,23,0.03,0,1,179,0,Premium,Desktop,0
1565,171,45,0.42,0,1,216,0,Premium,Web,0
1566,276,39,0.16,0,1,315,0,Family,Web,1
1567,178,96,0.07,0,1,274,0,Family,Web,0
1568,193,66,0.57,43,0,259,1,Free,Desktop,1
1569,68,20,0.47,17,0,88,0,Free,Web,0
1570,237,74,0.5,48,0,311,0,Free,Mobile,1
1571,54,20,0.19,0,1,74,0,Student,Desktop,0
1572,29,67,0.11,0,1,96,0,Family,Mobile,1
1573,265,61,0.05,0,1,326,0,Premium,Mobile,0
1574,138,72,0.2,0,1,210,0,Student,Mobile,0
1575,165,21,0.02,0,1,186,0,Premium,Mobile,0
1576,135,12,0.32,0,1,147,0,Family,Web,0
1577,156,9,0.31,25,0,165,0,Free,Mobile,0
1578,289,88,0.32,0,1,377,0,Family,Web,0
1579,205,33,0.25,46,0,238,0,Free,Web,1
1580,158,66,0.04,0,1,224,0,Student,Desktop,0
1581,150,52,0.03,0,1,202,0,Student,Web,0
1582,83,12,0.04,0,1,95,0,Student,Desktop,0
1583,216,49,0.05,31,0,265,0,Free,Mobile,0
1584,99,78,0.43,0,1,177,0,Premium,Desktop,0
1585,171,55,0.15,0,1,226,0,Family,Mobile,1
1586,126,15,0.08,0,1,141,0,Student,Web,0
1587,133,52,0.57,0,1,185,1,Premium,Web,0
1588,289,29,0.13,0,1,318,0,Student,Desktop,0
1589,215,30,0.55,10,0,245,1,Free,Mobile,0
1590,90,51,0.1,0,1,141,0,Premium,Desktop,1
1591,208,89,0.11,0,1,297,0,Student,Mobile,1
1592,88,32,0.1,22,0,120,0,Free,Mobile,0
1593,18,82,0.02,38,0,100,0,Free,Mobile,1
1594,10,5,0.12,0,1,15,0,Student,Desktop,0
1595,232,43,0.54,0,1,275,1,Student,Web,1
1596,110,26,0.31,40,0,136,0,Free,Mobile,1
1597,147,98,0.08,0,1,245,0,Premium,Desktop,1
1598,48,51,0.07,0,1,99,0,Student,Desktop,0
1599,254,46,0.49,0,1,300,0,Premium,Web,0
1600,268,16,0.33,0,1,284,0,Student,Desktop,1
1601,220,54,0.31,0,1,274,0,Family,Web,1
1602,299,56,0.24,15,0,355,0,Free,Web,0
1603,252,33,0.36,0,1,285,0,Premium,Mobile,0
1604,75,92,0.38,0,1,167,0,Family,Desktop,1
1605,62,94,0.52,0,1,156,1,Student,Desktop,1
1606,86,4,0.43,0,1,90,0,Premium,Desktop,0
1607,128,30,0.11,0,1,158,0,Premium,Desktop,0
1608,68,17,0.5,38,0,85,0,Free,Desktop,0
1609,74,59,0.16,0,1,133,0,Family,Mobile,0
1610,170,45,0.21,0,1,215,0,Family,Desktop,0
1611,266,28,0.4,0,1,294,0,Premium,Desktop,0
1612,69,27,0.23,0,1,96,0,Premium,Mobile,0
1613,125,56,0.21,0,1,181,0,Premium,Mobile,0
1614,60,31,0.29,0,1,91,0,Student,Web,0
1615,202,82,0.41,0,1,284,0,Premium,Desktop,0
1616,227,65,0.48,0,1,292,0,Family,Mobile,0
1617,80,62,0.08,0,1,142,0,Family,Mobile,1
1618,176,9,0.09,39,0,185,0,Free,Web,0
1619,218,77,0.14,35,0,295,0,Free,Desktop,1
1620,241,47,0.28,0,1,288,0,Premium,Web,0
1621,16,50,0.48,20,0,66,0,Free,Mobile,1
1622,217,47,0.36,0,1,264,0,Family,Web,0
1623,293,39,0.48,0,1,332,0,Premium,Desktop,0
1624,59,52,0.3,0,1,111,0,Family,Web,1
1625,99,11,0.12,0,1,110,0,Student,Web,0
1626,204,23,0.49,8,0,227,0,Free,Mobile,1
1627,203,97,0.08,0,1,300,0,Premium,Desktop,0
1628,145,30,0.42,0,1,175,0,Premium,Web,0
1629,272,14,0.31,0,1,286,0,Family,Mobile,1
1630,141,26,0.43,36,0,167,0,Free,Mobile,1
1631,222,15,0.02,0,1,237,0,Family,Desktop,0
1632,165,35,0.58,0,1,200,1,Premium,Web,0
1633,215,35,0.06,19,0,250,0,Free,Mobile,0
1634,111,48,0.01,0,1,159,0,Student,Web,0
1635,55,40,0.44,0,1,95,0,Student,Web,0
1636,184,83,0.14,0,1,267,0,Student,Mobile,1
1637,56,56,0.14,20,0,112,0,Free,Mobile,0
1638,52,21,0.09,0,1,73,0,Family,Web,1
1639,292,23,0.45,39,0,315,0,Free,Web,0
1640,155,7,0.27,0,1,162,0,Premium,Web,0
1641,274,43,0.49,0,1,317,0,Student,Desktop,0
1642,299,64,0.19,0,1,363,0,Premium,Desktop,0
1643,262,54,0.32,19,0,316,0,Free,Web,0
1644,224,27,0.16,0,1,251,0,Premium,Mobile,0
1645,283,8,0.56,0,1,291,1,Student,Desktop,0
1646,220,87,0.19,0,1,307,0,Premium,Mobile,0
1647,95,91,0.16,0,1,186,0,Student,Desktop,0
1648,64,38,0.54,0,1,102,1,Student,Web,0
1649,145,99,0.1,0,1,244,0,Family,Desktop,0
1650,25,25,0.41,0,1,50,0,Student,Web,0
1651,25,62,0.23,0,1,87,0,Student,Web,0
1652,137,72,0.15,0,1,209,0,Family,Mobile,0
1653,59,79,0.48,0,1,138,0,Family,Mobile,1
1654,236,65,0.58,0,1,301,1,Student,Desktop,0
1655,158,51,0.2,42,0,209,0,Free,Desktop,1
1656,135,1,0.04,0,1,136,0,Family,Mobile,0
1657,99,63,0.08,31,0,162,0,Free,Web,0
1658,138,98,0.54,17,0,236,1,Free,Web,1
1659,107,9,0.04,0,1,116,0,Premium,Mobile,0
1660,196,3,0.07,0,1,199,0,Student,Mobile,0
1661,151,53,0.25,0,1,204,0,Premium,Web,0
1662,218,76,0.41,49,0,294,0,Free,Mobile,0
1663,33,93,0.09,0,1,126,0,Student,Mobile,0
1664,138,31,0.26,0,1,169,0,Premium,Web,0
1665,221,65,0.01,0,1,286,0,Premium,Mobile,0
1666,234,7,0.01,0,1,241,0,Premium,Web,0
1667,236,56,0.17,19,0,292,0,Free,Web,0
1668,242,14,0.04,17,0,256,0,Free,Desktop,0
1669,118,60,0.51,0,1,178,1,Student,Mobile,1
1670,98,45,0.14,0,1,143,0,Student,Web,0
1671,108,74,0.36,0,1,182,0,Student,Web,1
1672,198,41,0.47,0,1,239,0,Student,Mobile,1
1673,148,76,0.5,0,1,224,0,Premium,Desktop,0
1674,198,4,0.15,0,1,202,0,Student,Desktop,0
1675,245,20,0.12,0,1,265,0,Family,Desktop,0
1676,272,96,0.34,46,0,368,0,Free,Desktop,0
1677,24,25,0.2,0,1,49,0,Student,Desktop,0
1678,291,29,0.03,0,1,320,0,Premium,Web,0
1679,244,42,0.48,0,1,286,0,Premium,Desktop,0
1680,29,5,0.01,0,1,34,0,Student,Web,0
1681,189,30,0.53,20,0,219,1,Free,Desktop,0
1682,237,52,0.19,19,0,289,0,Free,Web,0
1683,246,51,0.37,30,0,297,0,Free,Mobile,0
1684,213,44,0.35,32,0,257,0,Free,Mobile,0
1685,182,38,0.53,40,0,220,1,Free,Web,0
1686,16,46,0.01,47,0,62,0,Free,Web,0
1687,294,3,0.44,0,1,297,0,Family,Web,0
1688,140,54,0.16,33,0,194,0,Free,Desktop,1
1689,110,11,0.52,19,0,121,1,Free,Desktop,0
1690,93,99,0.25,47,0,192,0,Free,Mobile,1
1691,221,64,0.35,0,1,285,0,Premium,Web,1
1692,142,1,0.59,0,1,143,1,Premium,Desktop,1
1693,72,43,0.38,0,1,115,0,Student,Mobile,0
1694,256,50,0.21,0,1,306,0,Student,Mobile,0
1695,66,25,0.52,18,0,91,1,Free,Desktop,0
1696,81,21,0.19,0,1,102,0,Premium,Mobile,0
1697,37,79,0.53,0,1,116,1,Student,Mobile,0
1698,92,60,0.55,0,1,152,1,Premium,Mobile,1
1699,32,6,0.19,0,1,38,0,Family,Web,1
1700,175,8,0.01,0,1,183,0,Student,Desktop,0
1701,106,44,0.58,0,1,150,1,Family,Mobile,0
1702,154,28,0.19,0,1,182,0,Premium,Web,1
1703,210,66,0.01,0,1,276,0,Premium,Mobile,0
1704,226,78,0.38,0,1,304,0,Family,Web,0
1705,78,21,0.08,0,1,99,0,Student,Web,0
1706,220,89,0.56,33,0,309,1,Free,Web,1
1707,124,97,0.47,0,1,221,0,Family,Desktop,0
1708,217,37,0.07,0,1,254,0,Student,Web,0
1709,41,43,0.17,22,0,84,0,Free,Mobile,0
1710,205,94,0.26,0,1,299,0,Premium,Desktop,1
1711,166,14,0.18,0,1,180,0,Premium,Mobile,0
1712,271,66,0.54,0,1,337,1,Student,Mobile,0
1713,66,35,0.0,49,0,101,0,Free,Web,0
1714,280,53,0.41,0,1,333,0,Student,Mobile,0
1715,62,78,0.47,26,0,140,0,Free,Web,0
1716,53,96,0.28,0,1,149,0,Student,Desktop,0
1717,90,80,0.3,0,1,170,0,Premium,Desktop,1
1718,23,50,0.43,0,1,73,0,Student,Desktop,0
1719,57,78,0.45,37,0,135,0,Free,Web,0
1720,226,22,0.08,0,1,248,0,Student,Web,0
1721,274,71,0.55,0,1,345,1,Student,Mobile,0
1722,133,93,0.48,0,1,226,0,Student,Mobile,1
1723,95,71,0.52,34,0,166,1,Free,Web,1
1724,68,3,0.26,0,1,71,0,Premium,Desktop,0
1725,146,57,0.4,0,1,203,0,Student,Web,0
1726,281,79,0.19,15,0,360,0,Free,Web,0
1727,59,26,0.33,23,0,85,0,Free,Web,0
1728,263,1,0.02,0,1,264,0,Family,Web,0
1729,180,37,0.19,45,0,217,0,Free,Desktop,0
1730,188,36,0.4,16,0,224,0,Free,Mobile,1
1731,99,77,0.55,6,0,176,1,Free,Mobile,0
1732,290,76,0.38,0,1,366,0,Premium,Web,0
1733,239,93,0.54,0,1,332,1,Family,Desktop,0
1734,114,40,0.35,0,1,154,0,Family,Web,1
1735,23,15,0.48,0,1,38,0,Student,Desktop,0
1736,89,20,0.09,34,0,109,0,Free,Web,0
1737,279,20,0.51,0,1,299,1,Premium,Mobile,0
1738,180,80,0.42,0,1,260,0,Premium,Web,0
1739,154,88,0.39,0,1,242,0,Student,Mobile,0
1740,267,84,0.16,0,1,351,0,Premium,Mobile,0
1741,119,63,0.41,0,1,182,0,Family,Desktop,0
1742,167,54,0.01,0,1,221,0,Family,Mobile,0
1743,111,70,0.18,13,0,181,0,Free,Web,0
1744,87,30,0.45,0,1,117,0,Family,Web,1
1745,163,76,0.58,36,0,239,1,Free,Mobile,1
1746,283,3,0.37,0,1,286,0,Premium,Mobile,0
1747,90,58,0.15,0,1,148,0,Family,Mobile,0
1748,101,27,0.55,0,1,128,1,Premium,Desktop,1
1749,64,82,0.5,0,1,146,0,Family,Mobile,0
1750,137,58,0.0,28,0,195,0,Free,Web,0
1751,189,29,0.27,0,1,218,0,Family,Desktop,0
1752,134,46,0.46,0,1,180,0,Student,Web,1
1753,173,79,0.41,0,1,252,0,Student,Mobile,0
1754,219,73,0.07,0,1,292,0,Premium,Desktop,0
1755,156,19,0.4,0,1,175,0,Premium,Desktop,0
1756,285,60,0.07,0,1,345,0,Student,Mobile,1
1757,179,97,0.19,0,1,276,0,Family,Web,0
1758,12,17,0.5,0,1,29,0,Student,Web,0
1759,137,18,0.28,38,0,155,0,Free,Mobile,0
1760,105,79,0.26,0,1,184,0,Premium,Desktop,1
1761,72,3,0.15,48,0,75,0,Free,Mobile,0
1762,171,45,0.15,0,1,216,0,Premium,Web,0
1763,290,91,0.42,41,0,381,0,Free,Desktop,1
1764,47,29,0.54,0,1,76,1,Family,Desktop,0
1765,154,47,0.31,0,1,201,0,Student,Web,1
1766,50,96,0.05,33,0,146,0,Free,Mobile,0
1767,59,41,0.31,0,1,100,0,Student,Mobile,0
1768,166,80,0.49,0,1,246,0,Student,Desktop,0
1769,214,11,0.03,0,1,225,0,Family,Desktop,0
1770,157,71,0.52,0,1,228,1,Premium,Desktop,0
1771,38,44,0.15,0,1,82,0,Student,Web,0
1772,243,4,0.21,0,1,247,0,Premium,Desktop,0
1773,261,57,0.28,0,1,318,0,Student,Web,0
1774,113,71,0.5,0,1,184,0,Student,Web,1
1775,294,71,0.2,0,1,365,0,Premium,Desktop,1
1776,50,85,0.43,0,1,135,0,Student,Desktop,0
1777,209,35,0.2,0,1,244,0,Student,Web,0
1778,274,37,0.05,0,1,311,0,Premium,Web,0
1779,156,53,0.06,45,0,209,0,Free,Web,0
1780,27,18,0.03,0,1,45,0,Premium,Mobile,0
1781,276,21,0.07,20,0,297,0,Free,Mobile,0
1782,142,76,0.32,0,1,218,0,Family,Mobile,1
1783,277,80,0.16,0,1,357,0,Premium,Mobile,1
1784,150,46,0.41,18,0,196,0,Free,Desktop,0
1785,169,28,0.15,0,1,197,0,Premium,Mobile,1
1786,52,72,0.18,26,0,124,0,Free,Desktop,0
1787,72,10,0.36,0,1,82,0,Family,Web,1
1788,197,34,0.56,0,1,231,1,Premium,Desktop,0
1789,54,27,0.31,0,1,81,0,Family,Desktop,1
1790,32,10,0.01,35,0,42,0,Free,Web,0
1791,216,70,0.23,0,1,286,0,Family,Desktop,0
1792,155,54,0.42,0,1,209,0,Student,Desktop,0
1793,186,52,0.42,0,1,238,0,Premium,Web,1
1794,16,44,0.31,26,0,60,0,Free,Desktop,0
1795,268,86,0.01,9,0,354,0,Free,Mobile,0
1796,278,55,0.11,27,0,333,0,Free,Desktop,1
1797,233,90,0.42,0,1,323,0,Premium,Web,0
1798,172,29,0.41,0,1,201,0,Family,Web,0
1799,162,85,0.04,43,0,247,0,Free,Web,0
1800,95,9,0.02,0,1,104,0,Family,Mobile,1
1801,157,93,0.17,0,1,250,0,Family,Mobile,1
1802,220,34,0.17,0,1,254,0,Student,Desktop,0
1803,296,39,0.43,0,1,335,0,Premium,Desktop,0
1804,66,60,0.13,0,1,126,0,Student,Desktop,1
1805,170,29,0.29,0,1,199,0,Premium,Mobile,0
1806,36,67,0.42,0,1,103,0,Premium,Web,0
1807,199,25,0.08,0,1,224,0,Family,Web,1
1808,127,31,0.26,0,1,158,0,Premium,Mobile,1
1809,34,66,0.27,10,0,100,0,Free,Mobile,1
1810,293,60,0.04,0,1,353,0,Student,Desktop,0
1811,63,83,0.34,0,1,146,0,Premium,Mobile,1
1812,101,52,0.12,0,1,153,0,Premium,Web,0
1813,187,38,0.33,0,1,225,0,Premium,Web,0
1814,131,87,0.09,12,0,218,0,Free,Mobile,0
1815,14,37,0.57,0,1,51,1,Premium,Desktop,0
1816,141,87,0.5,47,0,228,0,Free,Web,0
1817,120,56,0.29,0,1,176,0,Family,Desktop,0
1818,102,26,0.46,44,0,128,0,Free,Mobile,0
1819,140,53,0.37,20,0,193,0,Free,Web,1
1820,171,69,0.37,0,1,240,0,Student,Mobile,0
1821,243,62,0.51,0,1,305,1,Premium,Desktop,0
1822,119,2,0.21,0,1,121,0,Family,Mobile,0
1823,263,44,0.45,19,0,307,0,Free,Web,0
1824,66,29,0.22,0,1,95,0,Premium,Mobile,0
1825,10,75,0.59,0,1,85,1,Family,Mobile,0
1826,203,49,0.53,0,1,252,1,Family,Mobile,0
1827,235,72,0.26,0,1,307,0,Student,Web,0
1828,201,42,0.15,0,1,243,0,Premium,Mobile,0
1829,181,81,0.28,14,0,262,0,Free,Desktop,0
1830,239,16,0.16,0,1,255,0,Student,Web,0
1831,10,8,0.59,0,1,18,1,Premium,Desktop,0
1832,93,10,0.03,12,0,103,0,Free,Mobile,0
1833,183,26,0.32,0,1,209,0,Premium,Desktop,0
1834,234,45,0.01,0,1,279,0,Student,Web,0
1835,197,30,0.21,0,1,227,0,Student,Desktop,0
1836,62,15,0.42,49,0,77,0,Free,Mobile,0
1837,157,20,0.2,0,1,177,0,Family,Web,0
1838,124,23,0.47,0,1,147,0,Student,Mobile,0
1839,64,84,0.19,0,1,148,0,Premium,Desktop,0
1840,276,47,0.57,0,1,323,1,Family,Mobile,0
1841,40,71,0.21,0,1,111,0,Student,Desktop,1
1842,226,5,0.08,0,1,231,0,Premium,Desktop,1
1843,267,11,0.06,0,1,278,0,Premium,Desktop,0
1844,297,12,0.54,15,0,309,1,Free,Desktop,0
1845,44,80,0.42,0,1,124,0,Family,Mobile,0
1846,264,52,0.33,19,0,316,0,Free,Desktop,0
1847,125,65,0.49,0,1,190,0,Family,Mobile,0
1848,263,82,0.25,0,1,345,0,Premium,Desktop,1
1849,285,6,0.19,18,0,291,0,Free,Web,0
1850,128,26,0.08,0,1,154,0,Premium,Web,1
1851,80,74,0.55,49,0,154,1,Free,Desktop,1
1852,66,35,0.11,0,1,101,0,Student,Mobile,0
1853,84,87,0.46,0,1,171,0,Student,Mobile,0
1854,136,98,0.27,0,1,234,0,Family,Web,1
1855,273,61,0.04,0,1,334,0,Student,Web,0
1856,297,12,0.39,6,0,309,0,Free,Desktop,0
1857,96,70,0.21,0,1,166,0,Family,Web,0
1858,26,54,0.25,0,1,80,0,Premium,Desktop,1
1859,29,78,0.21,0,1,107,0,Premium,Web,0
1860,94,80,0.23,0,1,174,0,Family,Mobile,0
1861,129,97,0.28,0,1,226,0,Family,Mobile,1
1862,251,30,0.55,0,1,281,1,Premium,Desktop,1
1863,279,90,0.47,0,1,369,0,Student,Desktop,0
1864,239,36,0.37,0,1,275,0,Student,Web,0
1865,199,22,0.4,0,1,221,0,Family,Mobile,1
1866,45,33,0.53,0,1,78,1,Premium,Mobile,0
1867,84,43,0.31,39,0,127,0,Free,Mobile,0
1868,58,36,0.55,0,1,94,1,Premium,Desktop,1
1869,279,29,0.46,0,1,308,0,Premium,Web,1
1870,287,44,0.07,32,0,331,0,Free,Mobile,0
1871,187,74,0.05,0,1,261,0,Premium,Mobile,0
1872,116,84,0.59,18,0,200,1,Free,Desktop,1
1873,30,43,0.32,0,1,73,0,Premium,Mobile,0
1874,241,39,0.42,0,1,280,0,Student,Desktop,1
1875,282,35,0.45,0,1,317,0,Premium,Desktop,0
1876,33,65,0.28,0,1,98,0,Family,Web,0
1877,82,96,0.43,0,1,178,0,Family,Web,1
1878,21,40,0.35,36,0,61,0,Free,Web,0
1879,186,6,0.44,0,1,192,0,Student,Web,1
1880,19,46,0.34,13,0,65,0,Free,Web,0
1881,85,80,0.14,0,1,165,0,Student,Desktop,0
1882,278,57,0.21,0,1,335,0,Student,Desktop,0
1883,88,35,0.36,0,1,123,0,Premium,Desktop,1
1884,245,42,0.28,0,1,287,0,Premium,Desktop,0
1885,139,33,0.19,0,1,172,0,Student,Desktop,0
1886,151,39,0.25,0,1,190,0,Student,Web,0
1887,165,21,0.05,43,0,186,0,Free,Web,0
1888,146,64,0.16,0,1,210,0,Family,Mobile,0
1889,252,52,0.25,49,0,304,0,Free,Desktop,1
1890,206,7,0.27,0,1,213,0,Family,Web,0
1891,200,64,0.32,42,0,264,0,Free,Web,0
1892,71,18,0.42,0,1,89,0,Student,Desktop,0
1893,171,44,0.43,0,1,215,0,Family,Web,0
1894,26,55,0.59,0,1,81,1,Premium,Web,0
1895,236,19,0.24,0,1,255,0,Premium,Mobile,1
1896,136,25,0.05,9,0,161,0,Free,Mobile,0
1897,164,54,0.58,24,0,218,1,Free,Web,0
1898,169,26,0.12,0,1,195,0,Premium,Desktop,0
1899,285,94,0.57,0,1,379,1,Family,Desktop,1
1900,105,25,0.21,27,0,130,0,Free,Mobile,1
1901,217,87,0.39,0,1,304,0,Premium,Web,0
1902,204,40,0.2,0,1,244,0,Premium,Web,1
1903,107,4,0.53,0,1,111,1,Premium,Web,1
1904,15,31,0.14,0,1,46,0,Student,Mobile,0
1905,200,65,0.0,0,1,265,0,Premium,Mobile,1
1906,118,25,0.58,48,0,143,1,Free,Desktop,0
1907,170,23,0.18,0,1,193,0,Family,Desktop,0
1908,264,27,0.56,0,1,291,1,Student,Desktop,1
1909,113,68,0.24,0,1,181,0,Family,Web,0
1910,262,86,0.34,0,1,348,0,Student,Web,1
1911,251,18,0.36,15,0,269,0,Free,Desktop,0
1912,71,84,0.47,0,1,155,0,Student,Desktop,1
1913,133,20,0.05,0,1,153,0,Premium,Web,0
1914,164,41,0.42,0,1,205,0,Family,Mobile,1
1915,13,8,0.33,26,0,21,0,Free,Mobile,0
1916,227,31,0.58,6,0,258,1,Free,Mobile,0
1917,286,55,0.0,29,0,341,0,Free,Mobile,0
1918,267,70,0.39,0,1,337,0,Student,Desktop,0
1919,276,46,0.16,0,1,322,0,Family,Desktop,0
1920,46,80,0.52,0,1,126,1,Premium,Mobile,0
1921,79,1,0.16,0,1,80,0,Student,Web,0
1922,93,68,0.39,36,0,161,0,Free,Desktop,0
1923,27,48,0.41,0,1,75,0,Premium,Mobile,1
1924,133,12,0.27,15,0,145,0,Free,Web,0
1925,210,86,0.03,0,1,296,0,Family,Mobile,0
1926,229,15,0.3,0,1,244,0,Premium,Desktop,0
1927,175,13,0.42,9,0,188,0,Free,Mobile,1
1928,285,5,0.04,0,1,290,0,Student,Web,0
1929,13,70,0.59,0,1,83,1,Premium,Mobile,0
1930,49,89,0.27,0,1,138,0,Family,Desktop,0
1931,193,57,0.39,0,1,250,0,Family,Mobile,0
1932,248,15,0.01,19,0,263,0,Free,Desktop,0
1933,151,33,0.45,14,0,184,0,Free,Web,1
1934,151,33,0.09,41,0,184,0,Free,Web,0
1935,29,32,0.26,0,1,61,0,Student,Mobile,0
1936,126,63,0.39,0,1,189,0,Family,Desktop,0
1937,93,59,0.03,0,1,152,0,Family,Web,0
1938,101,91,0.17,11,0,192,0,Free,Mobile,0
1939,26,34,0.17,0,1,60,0,Family,Desktop,1
1940,97,2,0.56,9,0,99,1,Free,Desktop,0
1941,252,81,0.39,6,0,333,0,Free,Web,1
1942,271,21,0.03,0,1,292,0,Student,Web,0
1943,140,35,0.37,0,1,175,0,Family,Web,1
1944,235,99,0.45,0,1,334,0,Family,Desktop,1
1945,34,78,0.36,0,1,112,0,Family,Mobile,0
1946,75,13,0.46,0,1,88,0,Premium,Desktop,1
1947,156,38,0.37,0,1,194,0,Student,Mobile,0
1948,107,3,0.15,0,1,110,0,Premium,Desktop,0
1949,18,84,0.26,0,1,102,0,Student,Desktop,0
1950,213,76,0.42,0,1,289,0,Student,Mobile,0
1951,223,89,0.24,16,0,312,0,Free,Desktop,0
1952,286,35,0.55,13,0,321,1,Free,Desktop,0
1953,31,48,0.23,0,1,79,0,Family,Web,0
1954,151,71,0.36,0,1,222,0,Premium,Mobile,0
1955,243,87,0.27,37,0,330,0,Free,Desktop,0
1956,14,5,0.47,0,1,19,0,Premium,Mobile,0
1957,225,46,0.15,0,1,271,0,Student,Desktop,0
1958,30,42,0.19,0,1,72,0,Premium,Desktop,0
1959,294,20,0.46,46,0,314,0,Free,Desktop,0
1960,192,98,0.44,0,1,290,0,Student,Desktop,0
1961,217,12,0.07,36,0,229,0,Free,Mobile,0
1962,241,12,0.14,5,0,253,0,Free,Web,0
1963,178,24,0.29,0,1,202,0,Family,Web,0
1964,211,36,0.19,0,1,247,0,Premium,Desktop,1
1965,260,7,0.09,0,1,267,0,Premium,Web,0
1966,189,77,0.05,39,0,266,0,Free,Desktop,0
1967,236,43,0.3,31,0,279,0,Free,Web,0
1968,181,52,0.48,36,0,233,0,Free,Mobile,0
1969,118,18,0.5,0,1,136,0,Student,Web,0
1970,124,64,0.11,0,1,188,0,Premium,Desktop,0
1971,175,28,0.16,0,1,203,0,Student,Web,1
1972,138,66,0.03,0,1,204,0,Premium,Web,0
1973,258,53,0.48,24,0,311,0,Free,Desktop,1
1974,130,36,0.58,0,1,166,1,Family,Desktop,0
1975,179,48,0.18,0,1,227,0,Family,Mobile,0
1976,161,9,0.43,0,1,170,0,Student,Desktop,0
1977,51,11,0.56,23,0,62,1,Free,Mobile,1
1978,248,74,0.52,0,1,322,1,Premium,Web,0
1979,213,89,0.28,0,1,302,0,Premium,Web,0
1980,169,64,0.31,0,1,233,0,Family,Web,1
1981,168,5,0.49,0,1,173,0,Family,Mobile,1
1982,133,5,0.12,0,1,138,0,Family,Web,0
1983,203,71,0.34,0,1,274,0,Premium,Web,1
1984,176,91,0.2,0,1,267,0,Premium,Desktop,0
1985,136,72,0.52,0,1,208,1,Premium,Desktop,0
1986,198,68,0.29,0,1,266,0,Premium,Web,0
1987,125,42,0.5,0,1,167,0,Family,Mobile,0
1988,62,48,0.02,0,1,110,0,Family,Mobile,0
1989,284,52,0.1,0,1,336,0,Family,Web,0
1990,72,7,0.5,0,1,79,0,Family,Mobile,0
1991,163,36,0.1,0,1,199,0,Student,Web,1
1992,107,12,0.44,30,0,119,0,Free,Web,0
1993,90,50,0.15,0,1,140,0,Family,Mobile,1
1994,160,67,0.46,0,1,227,0,Student,Desktop,0
1995,112,34,0.25,0,1,146,0,Family,Desktop,0
1996,123,96,0.42,0,1,219,0,Family,Web,1
1997,42,21,0.03,0,1,63,0,Student,Mobile,0
